task_id,domain,task_category,reference_subject,core_scenario,task_visual_requirement,strict_visual_rules,search_query,negative_prompt,evaluator_prompt
emerg_057,extreme_emergency,fluid_dynamics_and_thermodynamics,offshore oil platform,chemical storage-tank flash fire with flame propagating along an industrial pipe network,"pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","offshore oil platform chemical storage-tank flash fire with flame propagating along an industrial pipe network industrial emergency, chemical plant, fire, leak, explosion, structural collapse pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for emerg_057. Domain: extreme_emergency. Task: fluid_dynamics_and_thermodynamics. Scenario: chemical storage-tank flash fire with flame propagating along an industrial pipe network. Required subject: offshore oil platform. The image must show pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
emerg_058,extreme_emergency,fluid_dynamics_and_thermodynamics,distillation column array,chemical storage-tank flash fire with flame propagating along an industrial pipe network,"pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","distillation column array chemical storage-tank flash fire with flame propagating along an industrial pipe network industrial emergency, chemical plant, fire, leak, explosion, structural collapse pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for emerg_058. Domain: extreme_emergency. Task: fluid_dynamics_and_thermodynamics. Scenario: chemical storage-tank flash fire with flame propagating along an industrial pipe network. Required subject: distillation column array. The image must show pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
emerg_059,extreme_emergency,fluid_dynamics_and_thermodynamics,chemical storage tanks,chemical storage-tank flash fire with flame propagating along an industrial pipe network,"pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","chemical storage tanks chemical storage-tank flash fire with flame propagating along an industrial pipe network industrial emergency, chemical plant, fire, leak, explosion, structural collapse pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for emerg_059. Domain: extreme_emergency. Task: fluid_dynamics_and_thermodynamics. Scenario: chemical storage-tank flash fire with flame propagating along an industrial pipe network. Required subject: chemical storage tanks. The image must show pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
emerg_060,extreme_emergency,fluid_dynamics_and_thermodynamics,piping manifold,chemical storage-tank flash fire with flame propagating along an industrial pipe network,"pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","piping manifold chemical storage-tank flash fire with flame propagating along an industrial pipe network industrial emergency, chemical plant, fire, leak, explosion, structural collapse pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for emerg_060. Domain: extreme_emergency. Task: fluid_dynamics_and_thermodynamics. Scenario: chemical storage-tank flash fire with flame propagating along an industrial pipe network. Required subject: piping manifold. The image must show pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
emerg_061,extreme_emergency,fluid_dynamics_and_thermodynamics,offshore oil platform,chemical storage-tank flash fire with flame propagating along an industrial pipe network,"pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","offshore oil platform chemical storage-tank flash fire with flame propagating along an industrial pipe network industrial emergency, chemical plant, fire, leak, explosion, structural collapse pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for emerg_061. Domain: extreme_emergency. Task: fluid_dynamics_and_thermodynamics. Scenario: chemical storage-tank flash fire with flame propagating along an industrial pipe network. Required subject: offshore oil platform. The image must show pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
emerg_062,extreme_emergency,fluid_dynamics_and_thermodynamics,distillation column array,chemical storage-tank flash fire with flame propagating along an industrial pipe network,"pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","distillation column array chemical storage-tank flash fire with flame propagating along an industrial pipe network industrial emergency, chemical plant, fire, leak, explosion, structural collapse pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for emerg_062. Domain: extreme_emergency. Task: fluid_dynamics_and_thermodynamics. Scenario: chemical storage-tank flash fire with flame propagating along an industrial pipe network. Required subject: distillation column array. The image must show pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
emerg_063,extreme_emergency,fluid_dynamics_and_thermodynamics,chemical storage tanks,chemical storage-tank flash fire with flame propagating along an industrial pipe network,"pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","chemical storage tanks chemical storage-tank flash fire with flame propagating along an industrial pipe network industrial emergency, chemical plant, fire, leak, explosion, structural collapse pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for emerg_063. Domain: extreme_emergency. Task: fluid_dynamics_and_thermodynamics. Scenario: chemical storage-tank flash fire with flame propagating along an industrial pipe network. Required subject: chemical storage tanks. The image must show pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
emerg_064,extreme_emergency,fluid_dynamics_and_thermodynamics,piping manifold,chemical storage-tank flash fire with flame propagating along an industrial pipe network,"pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","piping manifold chemical storage-tank flash fire with flame propagating along an industrial pipe network industrial emergency, chemical plant, fire, leak, explosion, structural collapse pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for emerg_064. Domain: extreme_emergency. Task: fluid_dynamics_and_thermodynamics. Scenario: chemical storage-tank flash fire with flame propagating along an industrial pipe network. Required subject: piping manifold. The image must show pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
emerg_065,extreme_emergency,fluid_dynamics_and_thermodynamics,offshore oil platform,chemical storage-tank flash fire with flame propagating along an industrial pipe network,"pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","offshore oil platform chemical storage-tank flash fire with flame propagating along an industrial pipe network industrial emergency, chemical plant, fire, leak, explosion, structural collapse pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for emerg_065. Domain: extreme_emergency. Task: fluid_dynamics_and_thermodynamics. Scenario: chemical storage-tank flash fire with flame propagating along an industrial pipe network. Required subject: offshore oil platform. The image must show pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
emerg_066,extreme_emergency,fluid_dynamics_and_thermodynamics,distillation column array,chemical storage-tank flash fire with flame propagating along an industrial pipe network,"pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","distillation column array chemical storage-tank flash fire with flame propagating along an industrial pipe network industrial emergency, chemical plant, fire, leak, explosion, structural collapse pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for emerg_066. Domain: extreme_emergency. Task: fluid_dynamics_and_thermodynamics. Scenario: chemical storage-tank flash fire with flame propagating along an industrial pipe network. Required subject: distillation column array. The image must show pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
emerg_067,extreme_emergency,fluid_dynamics_and_thermodynamics,chemical storage tanks,chemical storage-tank flash fire with flame propagating along an industrial pipe network,"pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","chemical storage tanks chemical storage-tank flash fire with flame propagating along an industrial pipe network industrial emergency, chemical plant, fire, leak, explosion, structural collapse pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for emerg_067. Domain: extreme_emergency. Task: fluid_dynamics_and_thermodynamics. Scenario: chemical storage-tank flash fire with flame propagating along an industrial pipe network. Required subject: chemical storage tanks. The image must show pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
emerg_068,extreme_emergency,industrial_logic_and_compliance,robotic welding cell,illegal hot work in a confined space directly triggering a dust explosion and emergency response,"a visible rule or trigger context such as restricted zone, PPE area, worker-machine proximity, light curtain, vehicle path, alarm, or hot-work hazard","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","robotic welding cell illegal hot work in a confined space directly triggering a dust explosion and emergency response industrial emergency, chemical plant, fire, leak, explosion, structural collapse a visible rule or trigger context such as restricted zone, PPE area, worker-machine proximity, light curtain, vehicle path, alarm, or hot-work hazard real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for emerg_068. Domain: extreme_emergency. Task: industrial_logic_and_compliance. Scenario: illegal hot work in a confined space directly triggering a dust explosion and emergency response. Required subject: robotic welding cell. The image must show a visible rule or trigger context such as restricted zone, PPE area, worker-machine proximity, light curtain, vehicle path, alarm, or hot-work hazard. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
emerg_069,extreme_emergency,industrial_logic_and_compliance,assembly line,illegal hot work in a confined space directly triggering a dust explosion and emergency response,"a visible rule or trigger context such as restricted zone, PPE area, worker-machine proximity, light curtain, vehicle path, alarm, or hot-work hazard","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","assembly line illegal hot work in a confined space directly triggering a dust explosion and emergency response industrial emergency, chemical plant, fire, leak, explosion, structural collapse a visible rule or trigger context such as restricted zone, PPE area, worker-machine proximity, light curtain, vehicle path, alarm, or hot-work hazard real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for emerg_069. Domain: extreme_emergency. Task: industrial_logic_and_compliance. Scenario: illegal hot work in a confined space directly triggering a dust explosion and emergency response. Required subject: assembly line. The image must show a visible rule or trigger context such as restricted zone, PPE area, worker-machine proximity, light curtain, vehicle path, alarm, or hot-work hazard. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
emerg_070,extreme_emergency,industrial_logic_and_compliance,pressure vessel farm,illegal hot work in a confined space directly triggering a dust explosion and emergency response,"a visible rule or trigger context such as restricted zone, PPE area, worker-machine proximity, light curtain, vehicle path, alarm, or hot-work hazard","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","pressure vessel farm illegal hot work in a confined space directly triggering a dust explosion and emergency response industrial emergency, chemical plant, fire, leak, explosion, structural collapse a visible rule or trigger context such as restricted zone, PPE area, worker-machine proximity, light curtain, vehicle path, alarm, or hot-work hazard real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for emerg_070. Domain: extreme_emergency. Task: industrial_logic_and_compliance. Scenario: illegal hot work in a confined space directly triggering a dust explosion and emergency response. Required subject: pressure vessel farm. The image must show a visible rule or trigger context such as restricted zone, PPE area, worker-machine proximity, light curtain, vehicle path, alarm, or hot-work hazard. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
emerg_071,extreme_emergency,industrial_logic_and_compliance,surface blast pattern,illegal hot work in a confined space directly triggering a dust explosion and emergency response,"a visible rule or trigger context such as restricted zone, PPE area, worker-machine proximity, light curtain, vehicle path, alarm, or hot-work hazard","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","surface blast pattern illegal hot work in a confined space directly triggering a dust explosion and emergency response industrial emergency, chemical plant, fire, leak, explosion, structural collapse a visible rule or trigger context such as restricted zone, PPE area, worker-machine proximity, light curtain, vehicle path, alarm, or hot-work hazard real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for emerg_071. Domain: extreme_emergency. Task: industrial_logic_and_compliance. Scenario: illegal hot work in a confined space directly triggering a dust explosion and emergency response. Required subject: surface blast pattern. The image must show a visible rule or trigger context such as restricted zone, PPE area, worker-machine proximity, light curtain, vehicle path, alarm, or hot-work hazard. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
emerg_072,extreme_emergency,industrial_logic_and_compliance,robotic welding cell,illegal hot work in a confined space directly triggering a dust explosion and emergency response,"a visible rule or trigger context such as restricted zone, PPE area, worker-machine proximity, light curtain, vehicle path, alarm, or hot-work hazard","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","robotic welding cell illegal hot work in a confined space directly triggering a dust explosion and emergency response industrial emergency, chemical plant, fire, leak, explosion, structural collapse a visible rule or trigger context such as restricted zone, PPE area, worker-machine proximity, light curtain, vehicle path, alarm, or hot-work hazard real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for emerg_072. Domain: extreme_emergency. Task: industrial_logic_and_compliance. Scenario: illegal hot work in a confined space directly triggering a dust explosion and emergency response. Required subject: robotic welding cell. The image must show a visible rule or trigger context such as restricted zone, PPE area, worker-machine proximity, light curtain, vehicle path, alarm, or hot-work hazard. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
emerg_073,extreme_emergency,industrial_logic_and_compliance,assembly line,illegal hot work in a confined space directly triggering a dust explosion and emergency response,"a visible rule or trigger context such as restricted zone, PPE area, worker-machine proximity, light curtain, vehicle path, alarm, or hot-work hazard","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","assembly line illegal hot work in a confined space directly triggering a dust explosion and emergency response industrial emergency, chemical plant, fire, leak, explosion, structural collapse a visible rule or trigger context such as restricted zone, PPE area, worker-machine proximity, light curtain, vehicle path, alarm, or hot-work hazard real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for emerg_073. Domain: extreme_emergency. Task: industrial_logic_and_compliance. Scenario: illegal hot work in a confined space directly triggering a dust explosion and emergency response. Required subject: assembly line. The image must show a visible rule or trigger context such as restricted zone, PPE area, worker-machine proximity, light curtain, vehicle path, alarm, or hot-work hazard. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
emerg_074,extreme_emergency,industrial_logic_and_compliance,pressure vessel farm,illegal hot work in a confined space directly triggering a dust explosion and emergency response,"a visible rule or trigger context such as restricted zone, PPE area, worker-machine proximity, light curtain, vehicle path, alarm, or hot-work hazard","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","pressure vessel farm illegal hot work in a confined space directly triggering a dust explosion and emergency response industrial emergency, chemical plant, fire, leak, explosion, structural collapse a visible rule or trigger context such as restricted zone, PPE area, worker-machine proximity, light curtain, vehicle path, alarm, or hot-work hazard real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for emerg_074. Domain: extreme_emergency. Task: industrial_logic_and_compliance. Scenario: illegal hot work in a confined space directly triggering a dust explosion and emergency response. Required subject: pressure vessel farm. The image must show a visible rule or trigger context such as restricted zone, PPE area, worker-machine proximity, light curtain, vehicle path, alarm, or hot-work hazard. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
